GPS Waypoint,Height,Width ,Activity,Environment,Direction compared to tide,Part,Count,Elevation,Date Created,Oval Area_mm2,Longitude,Latitude
1104,49.55,47.62,1,Dunes,,South Beach,1,6 m,"2018-10-22, 11:19 AM",1853.20273,-81.26835798,31.38463003
1105,39.82,39.6,3,Dunes,,South Beach,1,6 m,"2018-10-22, 11:21 AM",1238.472373,-81.26832697,31.38461201
1106,47.68,50.68,2,Dunes,,South Beach,1,6 m,"2018-10-22, 11:24 AM",1897.853715,-81.268376,31.384496
1107,52.68,56.8,0,Dunes,,South Beach,1,5 m,"2018-10-22, 11:26 AM",2350.087234,-81.26843199,31.38453204
1108,25.56,32.09,0,Dunes,,South Beach,1,7 m,"2018-10-22, 11:28 AM",644.1995957,-81.26847197,31.384511
1109,44.82,42.94,2,Dunes,,South Beach,1,5 m,"2018-10-22, 11:44 AM",1511.554372,-81.26897103,31.38390901
1110,34.78,40.2,1,Dunes,,South Beach,1,5 m,"2018-10-22, 11:47 AM",1098.109155,-81.268995,31.38377097
1111,42,52.92,3,Dunes,,South Beach,1,5 m,"2018-10-22, 11:48 AM",1745.657374,-81.26909601,31.38380399
1112,34.68,40.3,0,Dunes,,South Beach,1,5 m,"2018-10-22, 11:52 AM",1097.675615,-81.26912098,31.38380801
1113,39.86,42.42,1,Dunes,,South Beach,1,6 m,"2018-10-22, 11:54 AM",1327.999281,-81.269138,31.38366301
1114,51.43,54,1,Dunes,,South Beach,1,5 m,"2018-10-22, 11:55 AM",2181.223487,-81.26917304,31.38364297
1115,56.18,57,0,Dunes,,South Beach,1,4 m,"2018-10-22, 11:56 AM",2515.049123,-81.26919399,31.38364004
1116,43.14,47.76,3,Dunes,,South Beach,1,4 m,"2018-10-22, 11:59 AM",1618.207986,-81.26929801,31.38345203
1117,39.18,39.74,2,Dunes,,South Beach,1,4 m,"2018-10-22, 12:00 PM",1222.875308,-81.26930597,31.38344902
1118,50.84,39.41,3,Dunes,,South Beach,1,3 m,"2018-10-22, 12:02 PM",1573.627216,-81.26925501,31.38343301
1119,18.68,27.44,3,Dunes,,South Beach,1,4 m,"2018-10-22, 12:04 PM",402.5787623,-81.26932299,31.383346
1120,53.88,45.4,2,Dunes,,South Beach,1,4 m,"2018-10-22, 12:06 PM",1921.203288,-81.269483,31.38329102
1121,29.12,37.36,1,Dunes,,South Beach,1,4 m,"2018-10-22, 12:07 PM",854.4528832,-81.26949901,31.383273
1122,36.61,45.1,0,Dunes,,South Beach,1,4 m,"2018-10-22, 12:16 PM",1296.779547,-81.27122702,31.38176601
1123,39.62,48.68,0,Dunes,,South Beach,1,4 m,"2018-10-22, 12:17 PM",1514.798694,-81.27129802,31.38175
1124,38.98,42.22,1,Dunes,,South Beach,1,5 m,"2018-10-22, 12:21 PM",1292.557718,-81.27125803,31.38173198
1125,45.68,40.52,0,Dunes,,South Beach,1,5 m,"2018-10-22, 12:22 PM",1453.735558,-81.27123096,31.38173399
1126,24.56,22.1,1,Dunes,,South Beach,1,5 m,"2018-10-22, 12:24 PM",426.2952735,-81.271151,31.38167197
1127,29.1,30.1,0,Dunes,,South Beach,1,6 m,"2018-10-22, 12:34 PM",687.9381053,-81.271482,31.38160097
1128,30.3,29.16,2,Dunes,,South Beach,1,4 m,"2018-10-22, 12:36 PM",693.9369765,-81.27154402,31.38147399
1129,48.62,59.21,0,Dunes,,South Beach,1,5 m,"2018-10-22, 12:37 PM",2260.996536,-81.27163497,31.38144599
1130,39.29,56.1,2,Dunes,,South Beach,1,4 m,"2018-10-22, 12:39 PM",1731.150284,-81.27165902,31.38142504
1131,44.5,55.88,2,Dunes,,South Beach,1,6 m,"2018-10-22, 12:40 PM",1953.018197,-81.271785,31.38138799
1132,57.64,52.37,0,Dunes,,South Beach,1,6 m,"2018-10-22, 12:41 PM",2370.808237,-81.27177503,31.38137198
1133,71.19,68.09,0,Dunes,,South Beach,1,6 m,"2018-10-22, 12:43 PM",3807.081802,-81.27177402,31.38134298
1134,30.3,63.7,0,Dunes,,South Beach,1,6 m,"2018-10-22, 12:44 PM",1515.904849,-81.271755,31.38132898
1135,39.61,30.17,1,Dunes,,South Beach,1,5 m,"2018-10-22, 12:46 PM",938.5772732,-81.271726,31.38133502
1136,42.25,51.34,0,Dunes,,South Beach,1,6 m,"2018-10-22, 12:47 PM",1703.618937,-81.27170303,31.38132999
1137,45.86,41.14,0,Dunes,,South Beach,1,6 m,"2018-10-22, 12:48 PM",1481.795321,-81.27157303,31.38122496
1138,53.62,48.68,0,Dunes,,South Beach,1,5 m,"2018-10-22, 12:56 PM",2050.063251,-81.27285001,31.38042801
1139,33.76,40.79,1,Dunes,,South Beach,1,5 m,"2018-10-22, 12:59 PM",1081.548563,-81.27385399,31.38008603
1140,50.34,47.5,1,Beach,,South Beach,1,5 m,"2018-10-22, 1:01 PM",1878.004818,-81.27422104,31.37994898
1141,33.39,34.1,2,Dunes,,South Beach,1,6 m,"2018-10-22, 1:02 PM",894.2535634,-81.27424702,31.37995603
1142,61.82,50.19,0,Dunes,,South Beach,1,5 m,"2018-10-22, 1:03 PM",2436.890853,-81.274258,31.379952
1143,24.5,30.24,0,Dunes,,South Beach,1,6 m,"2018-10-22, 1:05 PM",581.8857913,-81.27433101,31.37991504
1144,35.17,36.83,1,Beach,,South Beach,1,5 m,"2018-10-22, 1:06 PM",1017.334959,-81.27433604,31.37988101
1145,32.68,32.68,1,Beach,,South Beach,1,5 m,"2018-10-22, 1:07 PM",838.7914155,-81.27433101,31.37989501
1146,48.32,48.32,1,Dunes,,South Beach,1,4 m,"2018-10-22, 1:08 PM",1833.765225,-81.27438197,31.37988503
1147,26.24,47.68,0,Dunes,,South Beach,1,5 m,"2018-10-22, 1:10 PM",982.6298635,-81.27440996,31.37984002
1148,35.82,39.16,1,Dunes,,South Beach,1,5 m,"2018-10-22, 1:15 PM",1101.6868,-81.27446897,31.37983399
1149,34.68,37.84,2,Dunes,,South Beach,1,5 m,"2018-10-22, 1:16 PM",1030.671098,-81.27446998,31.37983399
1150,46.64,56.24,1,Dunes,,South Beach,1,4 m,"2018-10-22, 1:17 PM",2060.125772,-81.27445104,31.37985804
1151,54.78,58.74,2,Dunes,,South Beach,1,5 m,"2018-10-22, 1:19 PM",2527.236303,-81.27452304,31.37988897
1152,53.88,43.66,2,Dunes,,South Beach,1,5 m,"2018-10-22, 1:19 PM",1847.571268,-81.27452496,31.37989098
1153,73.96,69.76,1,Dunes,,South Beach,1,5 m,"2018-10-22, 1:20 PM",4052.22224,-81.274517,31.37989702
1154,50.56,50.96,2,Dunes,,South Beach,1,6 m,"2018-10-22, 1:21 PM",2023.607899,-81.27456,31.379922
1155,40.62,34.78,1,Dunes,,South Beach,1,5 m,"2018-10-22, 1:22 PM",1109.581937,-81.27457199,31.37991898
1156,26.82,35.08,1,Dunes,,South Beach,1,5 m,"2018-10-22, 1:23 PM",738.9384063,-81.27459303,31.37992803
1157,58.93,66.88,1,Dunes,,South Beach,1,6 m,"2018-10-22, 1:24 PM",3095.441401,-81.27463896,31.37989501
1158,39.58,39.61,2,Dunes,,South Beach,1,6 m,"2018-10-22, 1:26 PM",1231.318809,-81.27460199,31.379894
1159,36.04,36.96,1,Dunes,,South Beach,1,7 m,"2018-10-22, 1:27 PM",1046.180513,-81.27461901,31.37986097
1187,15.94,14.31,1,Beach,,South Beach,1,15 m,"2018-10-23, 3:50 PM",179.1504206,-81.274862,31.379146
1188,41.37,42.18,2,Beach,,South Beach,1,14 m,"2018-10-23, 3:51 PM",1370.509271,-81.27489603,31.37913602
1191,49.44,39.18,1,Beach,,South Beach,1,12 m,"2018-10-23, 3:56 PM",1521.362738,-81.27516702,31.37951296
1192,36.68,35.04,1,Beach,,South Beach,1,12 m,"2018-10-23, 3:56 PM",1009.446498,-81.27518303,31.37950801
1193,44.52,33.79,1,Beach,,South Beach,1,11 m,"2018-10-23, 3:57 PM",1181.498647,-81.27514598,31.379505
1194,61.08,52.98,2,Beach,,South Beach,1,11 m,"2018-10-23, 3:58 PM",2541.562908,-81.27522603,31.37957599
1196,28.96,28.14,3,Beach,,South Beach,1,9 m,"2018-10-23, 4:10 PM",640.047981,-81.28150298,31.38002199
1197,15.91,12.46,2,Beach,,South Beach,1,7 m,"2018-10-23, 4:14 PM",155.6962324,-81.28153299,31.37990498
1198,28.43,24.9,3,Beach,,South Beach,1,6 m,"2018-10-23, 4:15 PM",555.9888577,-81.28148496,31.37990699
1199,31.84,21.16,3,Beach,,South Beach,1,6 m,"2018-10-23, 4:16 PM",529.1497604,-81.28145101,31.37991001
1200,25.29,19.66,2,Beach,,South Beach,1,6 m,"2018-10-23, 4:17 PM",390.5010664,-81.28143299,31.37990196
1201,19.72,22.34,2,Beach,,South Beach,1,6 m,"2018-10-23, 4:18 PM",346.0030768,-81.28142503,31.379879
1202,55.28,58.46,3,Beach,,South Beach,1,7 m,"2018-10-23, 4:18 PM",2538.14674,-81.28142503,31.37986701
1203,20.89,16.34,3,Beach,,South Beach,1,6 m,"2018-10-23, 4:20 PM",268.0898511,-81.28149703,31.37972804
1204,34.66,27.76,2,Beach,,South Beach,1,6 m,"2018-10-23, 4:21 PM",755.6799535,-81.28146099,31.37972997
1205,20.82,31.04,3,Beach,,South Beach,1,6 m,"2018-10-23, 4:24 PM",507.5657622,-81.28146904,31.37974304
1206,25.52,20.49,2,Beach,,South Beach,1,6 m,"2018-10-23, 4:25 PM",410.6884696,-81.28144297,31.37972301
1207,26.76,62.68,3,Beach,,South Beach,1,6 m,"2018-10-23, 4:26 PM",1317.361534,-81.28139896,31.37972401
1208,25.19,32.68,2,Beach,,South Beach,1,4 m,"2018-10-23, 4:27 PM",646.5469938,-81.28140802,31.37969401
1209,22.19,16.22,3,Beach,,South Beach,1,4 m,"2018-10-23, 4:28 PM",282.6819207,-81.28144297,31.37968403
1210,27.68,27.42,2,Beach,,South Beach,1,5 m,"2018-10-23, 4:29 PM",596.1058963,-81.28150097,31.37967599
1211,10.18,10.18,3,Beach,,South Beach,1,5 m,"2018-10-23, 4:29 PM",81.39269663,-81.28148102,31.37962402
1212,27.48,18.76,3,Beach,,South Beach,1,5 m,"2018-10-23, 4:31 PM",404.8922311,-81.28139896,31.37952201
1213,32.48,26.64,3,Beach,,South Beach,1,4 m,"2018-10-23, 4:32 PM",679.5792697,-81.28141296,31.37950399
1215,36.28,31.94,3,Beach,,South Beach,1,0 m,"2018-10-24, 9:56 AM",910.1061971,-81.26981702,31.38244403
1216,45.14,42.22,3,Dunes,,South Beach,1,0 m,"2018-10-24, 10:00 AM",1496.820302,-81.27003402,31.382597
1217,30.42,32.42,3,Dunes,,South Beach,1,-0 m,"2018-10-24, 10:01 AM",774.5725493,-81.27009597,31.38254503
1218,33.67,37.76,1,Dunes,,South Beach,1,-0 m,"2018-10-24, 10:02 AM",998.5388887,-81.27006001,31.38254603
1219,40,43.98,0,Dunes,,South Beach,1,-2 m,"2018-10-24, 10:03 AM",1381.672449,-81.26996202,31.382511
1220,20.48,19.22,3,Beach,,South Beach,1,-0 m,"2018-10-24, 10:05 AM",309.1528233,-81.26987603,31.38235099
1221,34.04,29.62,1,Beach,,South Beach,1,-2 m,"2018-10-24, 10:07 AM",791.8893221,-81.269872,31.38237001
1222,18.82,20.32,3,Beach,,South Beach,1,-0 m,"2018-10-24, 10:08 AM",300.3538506,-81.269914,31.38237697
1223,16.33,18.4,3,Beach,,South Beach,1,0 m,"2018-10-24, 10:08 AM",235.990157,-81.26996697,31.38238996
1224,54.96,46.34,3,Dunes,,South Beach,1,-0 m,"2018-10-24, 10:10 AM",2000.288485,-81.27004903,31.38246104
1225,50.23,52.72,2,Dunes,,South Beach,1,-0 m,"2018-10-24, 10:11 AM",2079.832983,-81.27011701,31.38250404
1226,29.72,30.23,3,Dunes,,South Beach,1,-0 m,"2018-10-24, 10:12 AM",705.6296702,-81.27009597,31.38249499
1227,52.3,49.39,2,Dunes,,South Beach,1,0 m,"2018-10-24, 10:14 AM",2028.75964,-81.27020904,31.38248099
1228,50.31,53.33,2,Dunes,,South Beach,1,-0 m,"2018-10-24, 10:15 AM",2107.248641,-81.27015498,31.38242701
1229,54.68,42.88,3,Beach,,South Beach,1,0 m,"2018-10-24, 10:19 AM",1841.506109,-81.27006202,31.38234001
1230,32.02,25.69,1,Beach,,South Beach,1,1 m,"2018-10-24, 10:20 AM",646.0636597,-81.269987,31.38225401
1231,16.8,13.96,3,Beach,,South Beach,1,-0 m,"2018-10-24, 10:21 AM",184.1978605,-81.26997602,31.38223104
1232,52.08,44.68,3,Beach,,South Beach,1,1 m,"2018-10-24, 10:22 AM",1827.570004,-81.27008297,31.38219601
1233,17.54,15.33,3,Beach,,South Beach,1,1 m,"2018-10-24, 10:23 AM",211.1842984,-81.270101,31.38221503
1234,32.67,32.84,3,Beach,,South Beach,1,-1 m,"2018-10-24, 10:25 AM",842.6401807,-81.27018297,31.38225401
1235,57.04,42.89,3,Dunes,,South Beach,1,2 m,"2018-10-24, 10:27 AM",1921.433881,-81.27034902,31.38238904
1236,36,32.68,0,Dunes,,South Beach,1,1 m,"2018-10-24, 10:29 AM",924.0052313,-81.27038003,31.38231796
1237,37.14,37.81,2,Dunes,,South Beach,1,2 m,"2018-10-24, 10:30 AM",1102.905895,-81.27036704,31.38231101
1238,22.89,20.16,3,Dunes,,South Beach,1,1 m,"2018-10-24, 10:31 AM",362.4317214,-81.27031398,31.382224
1239,35.08,36.84,1,Beach,,South Beach,1,1 m,"2018-10-24, 10:33 AM",1015.007117,-81.27020803,31.38215401
1240,30.36,26.67,3,Beach,,South Beach,1,1 m,"2018-10-24, 10:34 AM",635.9378354,-81.27020099,31.38204002
1241,18.58,18.54,3,Beach,,South Beach,1,1 m,"2018-10-24, 10:35 AM",270.5486186,-81.27032697,31.38214001
1242,48.88,52.18,1,Dunes,,South Beach,1,1 m,"2018-10-24, 10:37 AM",2003.203883,-81.27047298,31.38228896
1243,46.52,62.74,3,Dunes,,South Beach,1,2 m,"2018-10-24, 10:38 AM",2292.313973,-81.27048003,31.38230799
1244,44.14,40.18,1,Dunes,,South Beach,1,2 m,"2018-10-24, 10:39 AM",1392.939143,-81.27051397,31.38226499
1245,49.84,36.32,0,Dunes,,South Beach,1,2 m,"2018-10-24, 10:40 AM",1421.718959,-81.27048103,31.38216801
1246,37.86,40.19,0,Dunes,,South Beach,1,2 m,"2018-10-24, 10:41 AM",1195.056662,-81.27041297,31.38218603
1247,40.42,46.28,3,Beach,,South Beach,1,1 m,"2018-10-24, 10:43 AM",1469.195335,-81.27025598,31.38202703
1248,8.38,9.54,3,Beach,,South Beach,1,2 m,"2018-10-24, 10:44 AM",62.78881325,-81.27022002,31.38195997
1249,16.09,18.69,3,Beach,,South Beach,1,2 m,"2018-10-24, 10:45 AM",236.186585,-81.27022597,31.38197104
1250,38.65,36.41,2,Beach,,South Beach,1,1 m,"2018-10-24, 10:45 AM",1105.248817,-81.27024902,31.38194203
1251,40.19,32.24,3,Beach,,South Beach,1,2 m,"2018-10-24, 10:46 AM",1017.660507,-81.27040098,31.38208302
1252,44.55,49.24,2,Dunes,,South Beach,1,3 m,"2018-10-24, 10:48 AM",1722.882398,-81.27047801,31.38211101
1253,47.44,50.59,3,Dunes,,South Beach,1,3 m,"2018-10-24, 10:50 AM",1884.947424,-81.27055303,31.38211898
1254,43.02,52.49,1,Dunes,,South Beach,1,3 m,"2018-10-24, 10:52 AM",1773.523144,-81.27066703,31.38213901
1255,33.94,34.66,2,Beach,,South Beach,1,1 m,"2018-10-24, 10:56 AM",923.9112977,-81.27055203,31.381993
1256,27.74,32.38,2,Beach,,South Beach,1,2 m,"2018-10-24, 10:57 AM",705.4612808,-81.27046402,31.38192996
1257,30.84,30.37,3,Beach,,South Beach,1,1 m,"2018-10-24, 10:58 AM",735.6124021,-81.27046997,31.381937
1258,29.82,30,1,Beach,,South Beach,1,2 m,"2018-10-24, 10:59 AM",702.617197,-81.27043602,31.38178303
1259,19.72,18.84,2,Beach,,South Beach,1,2 m,"2018-10-24, 11:00 AM",291.7948956,-81.27047902,31.38178202
1260,37.97,34.74,3,Beach,,South Beach,1,1 m,"2018-10-24, 11:01 AM",1036.001281,-81.27048296,31.38182301
1261,35.94,41.14,3,Beach,,South Beach,1,2 m,"2018-10-24, 11:02 AM",1161.267419,-81.27053602,31.38184899
1262,40.18,35.14,1,Dunes,,South Beach,1,2 m,"2018-10-24, 11:03 AM",1108.923459,-81.27061296,31.381936
1263,47.69,45.36,3,Dunes,,South Beach,1,1 m,"2018-10-24, 11:04 AM",1698.987758,-81.27078798,31.38195201
1264,32.48,48.31,3,Dunes,,South Beach,1,3 m,"2018-10-24, 11:05 AM",1232.37517,-81.27082402,31.38191697
1265,56.34,44.96,2,Dunes,,South Beach,1,2 m,"2018-10-24, 11:07 AM",1989.44999,-81.270748,31.38188596
1266,15.04,11.66,3,Beach,,South Beach,1,3 m,"2018-10-24, 11:09 AM",137.7324485,-81.27061103,31.38175503
1267,18.34,18.78,3,Beach,,South Beach,1,3 m,"2018-10-24, 11:10 AM",270.5109195,-81.27055798,31.381605
1268,69.18,85.1,2,Dunes,,South Beach,1,2 m,"2018-10-24, 11:13 AM",4623.810205,-81.27090398,31.38178697
1269,52.74,49.82,1,Dunes,,South Beach,1,4 m,"2018-10-24, 11:16 AM",2063.639015,-81.27111202,31.38183198
1270,23.22,23.78,2,Dunes,,South Beach,1,3 m,"2018-10-24, 11:17 AM",433.6745605,-81.27106198,31.38173399
1271,27.22,32.68,3,Beach,,South Beach,1,4 m,"2018-10-24, 11:20 AM",698.6506221,-81.27102502,31.381261
1272,35.78,32.68,3,Dunes,,South Beach,1,3 m,"2018-10-24, 11:34 AM",918.3585326,-81.27579901,31.37927701
1273,32.66,37.42,3,Dunes,,South Beach,1,2 m,"2018-10-24, 11:35 AM",959.8643123,-81.27578904,31.37929201
1274,28.84,34.29,3,Dunes,,South Beach,1,3 m,"2018-10-24, 11:35 AM",776.6987792,-81.27577001,31.37929402
1275,37.36,30.96,3,Dunes,,South Beach,1,2 m,"2018-10-24, 11:36 AM",908.4430379,-81.27578602,31.37929603
1276,28.84,24.48,1,Dunes,,South Beach,1,3 m,"2018-10-24, 11:38 AM",554.4936166,-81.27578401,31.37929302
1277,56.46,42.38,2,Dunes,,South Beach,1,3 m,"2018-10-24, 11:39 AM",1879.280933,-81.27583204,31.37932504
1278,22.22,30.18,0,Dunes,,South Beach,1,4 m,"2018-10-24, 11:44 AM",526.6876942,-81.275826,31.37932604
1279,30.6,33.48,1,Dunes,,South Beach,1,2 m,"2018-10-24, 11:45 AM",804.6309936,-81.27583497,31.37931598
1280,42.62,38.8,1,Dunes,,South Beach,1,2 m,"2018-10-24, 11:46 AM",1298.778385,-81.275825,31.37931598
1281,32.34,49.08,2,Dunes,,South Beach,1,3 m,"2018-10-24, 11:46 AM",1246.621036,-81.27582097,31.37931003
1282,48.78,44.39,3,Dunes,,South Beach,1,2 m,"2018-10-24, 11:47 AM",1700.657358,-81.27583598,31.37930802
1283,36.59,34.59,0,Dunes,,South Beach,1,3 m,"2018-10-24, 11:49 AM",994.0376932,-81.275839,31.37931297
1284,47.04,46.42,1,Dunes,,South Beach,1,2 m,"2018-10-24, 11:51 AM",1714.992916,-81.27590102,31.37939301
1285,47.24,47.84,3,Beach,,South Beach,1,1 m,"2018-10-24, 11:52 AM",1774.96969,-81.27567697,31.37905799
1286,42.28,41.34,3,Beach,,South Beach,1,2 m,"2018-10-24, 11:53 AM",1372.762264,-81.27557899,31.37899596
1287,26.38,26.22,3,Beach,,South Beach,1,2 m,"2018-10-24, 11:55 AM",543.2470291,-81.27570497,31.37891097
1288,28.79,28.81,3,Beach,,South Beach,1,1 m,"2018-10-24, 12:13 PM",651.4405741,-81.27586699,31.37886001
1289,41.33,42.84,2,Beach,,South Beach,1,2 m,"2018-10-24, 12:15 PM",1390.608081,-81.27590002,31.37889496
1290,47.31,45.36,3,Beach,,South Beach,1,2 m,"2018-10-24, 12:16 PM",1685.450007,-81.27588602,31.37894701
1291,29.79,24.54,2,Beach,,South Beach,1,2 m,"2018-10-24, 12:16 PM",574.162657,-81.27586003,31.37898297
1292,27.39,36.74,3,Beach,,South Beach,1,2 m,"2018-10-24, 12:17 PM",790.3529263,-81.27590898,31.37901197
1293,28.89,36.74,2,Beach,,South Beach,1,2 m,"2018-10-24, 12:18 PM",833.636219,-81.27594503,31.37905799
1294,26.14,28.17,0,Beach,,South Beach,1,1 m,"2018-10-24, 12:19 PM",578.3387761,-81.27593396,31.37914298
1295,46.72,44.78,2,Beach,,South Beach,1,2 m,"2018-10-24, 12:21 PM",1643.148462,-81.27609003,31.37933702
1296,45.28,34.69,0,Beach,,South Beach,1,2 m,"2018-10-24, 12:22 PM",1233.674532,-81.27606003,31.379348
1297,42.28,47.5,2,Dunes,,South Beach,1,2 m,"2018-10-24, 12:23 PM",1577.315132,-81.27618399,31.37933903
1298,28.18,32.52,1,Dunes,,South Beach,1,2 m,"2018-10-24, 12:25 PM",719.7495584,-81.27621501,31.379319
1299,40.18,50.96,1,Dunes,,South Beach,1,2 m,"2018-10-24, 12:26 PM",1608.159917,-81.27623102,31.37929897
1300,42.34,40.16,3,Dunes,,South Beach,1,2 m,"2018-10-24, 12:27 PM",1335.470931,-81.27626999,31.37929201
1301,47.02,43.01,1,Dunes,,South Beach,1,3 m,"2018-10-24, 12:28 PM",1588.334425,-81.27629103,31.37926703
1302,28.71,32.64,0,Dunes,,South Beach,1,1 m,"2018-10-24, 12:29 PM",735.9922207,-81.27629397,31.37928296
1303,38.1,30.46,3,Beach,,South Beach,1,1 m,"2018-10-24, 12:30 PM",911.474989,-81.27620302,31.37897199
1304,26.32,28.04,3,Beach,,South Beach,1,4 m,"2018-10-24, 12:31 PM",579.6338977,-81.27619397,31.378917
1305,54.46,42.82,2,Beach,,South Beach,1,4 m,"2018-10-24, 12:32 PM",1831.53061,-81.27623001,31.378916
1306,50.24,50.65,1,Beach,,South Beach,1,2 m,"2018-10-24, 12:33 PM",1998.568149,-81.27621199,31.37892203
1307,57.34,43.99,2,Beach,,South Beach,1,4 m,"2018-10-24, 12:34 PM",1981.077803,-81.27624803,31.37890502
1308,42.8,38.88,1,Beach,,South Beach,1,3 m,"2018-10-24, 12:36 PM",1306.952809,-81.27627804,31.37896101
1309,34.51,34.41,3,Beach,,South Beach,1,3 m,"2018-10-24, 12:37 PM",932.6517582,-81.276286,31.37901298
1310,19.09,19.89,0,Beach,,South Beach,1,2 m,"2018-10-24, 12:38 PM",298.2157612,-81.27626496,31.37909101
1311,37.02,29.59,1,Dunes,,South Beach,1,3 m,"2018-10-24, 12:40 PM",860.3422699,-81.27639597,31.37916997
1312,34.3,44.84,2,Dunes,,South Beach,1,3 m,"2018-10-24, 12:41 PM",1207.9518,-81.27643503,31.37918296
1313,26.2,34.98,2,Dunes,,South Beach,1,3 m,"2018-10-24, 12:42 PM",719.7985672,-81.27646202,31.37919503
1314,34.5,33.49,2,Dunes,,South Beach,1,2 m,"2018-10-24, 12:44 PM",907.452965,-81.27642103,31.37922596
1315,29.28,39.54,2,Dunes,,South Beach,1,3 m,"2018-10-24, 12:45 PM",909.2799582,-81.27641399,31.379275
1316,36.86,35.49,3,Dunes,,South Beach,1,2 m,"2018-10-24, 12:46 PM",1027.427561,-81.27644601,31.37928698
1317,47.8,45.12,1,Dunes,,South Beach,1,3 m,"2018-10-24, 12:47 PM",1693.896493,-81.276444,31.37934297
1318,34.68,32.09,2,Dunes,,South Beach,1,3 m,"2018-10-24, 12:48 PM",874.0548506,-81.27644702,31.37935001
1319,57.56,47.42,3,Dunes,,South Beach,1,4 m,"2018-10-24, 12:51 PM",2143.740517,-81.27642103,31.37936703
1320,39.19,32.78,2,Dunes,,South Beach,1,2 m,"2018-10-24, 12:52 PM",1008.960337,-81.276415,31.379376
1321,31,49.81,2,Dunes,,South Beach,1,3 m,"2018-10-24, 12:53 PM",1212.741158,-81.27640402,31.37939201
1322,58.9,48.98,3,Dunes,,South Beach,1,3 m,"2018-10-24, 12:53 PM",2265.81244,-81.27643503,31.37939
1323,29.72,33.56,3,Dunes,,South Beach,1,4 m,"2018-10-24, 12:55 PM",783.3586414,-81.27641802,31.37939301
1324,30.39,45.34,2,Dunes,,South Beach,1,2 m,"2018-10-24, 12:56 PM",1082.186463,-81.27643797,31.37939603
1325,57.01,45.34,2,Dunes,,South Beach,1,3 m,"2018-10-24, 12:57 PM",2030.123405,-81.27647099,31.37944104
1326,56,44.65,3,Dunes,,South Beach,1,5 m,"2018-10-24, 12:59 PM",1963.809568,-81.27645196,31.37947096
1327,45.28,60.98,3,Dunes,,South Beach,1,4 m,"2018-10-24, 1:00 PM",2168.621303,-81.276516,31.37941598
1328,52.21,47.88,2,Dunes,,South Beach,1,4 m,"2018-10-24, 1:02 PM",1963.349953,-81.27649798,31.379362
1329,42.68,42.21,2,Dunes,,South Beach,1,4 m,"2018-10-24, 1:04 PM",1414.912698,-81.27650997,31.37934599
1330,49.81,54.83,1,Dunes,,South Beach,1,4 m,"2018-10-24, 1:05 PM",2144.987023,-81.27652899,31.37920501
1331,47,38.57,3,Beach,,South Beach,1,4 m,"2018-10-24, 1:07 PM",1423.761937,-81.27654802,31.37917802
1332,29.27,33.9,3,Beach,,South Beach,1,4 m,"2018-10-24, 1:09 PM",779.3136838,-81.27646697,31.37878298
1333,52.84,44.01,2,Beach,,South Beach,1,4 m,"2018-10-24, 1:10 PM",1826.434318,-81.27649697,31.37877502
1334,47.68,52.5,3,Beach,,South Beach,1,3 m,"2018-10-24, 1:10 PM",1966.008683,-81.27653796,31.37876596
1335,37.44,31.78,1,Beach,,South Beach,1,3 m,"2018-10-24, 1:12 PM",934.500664,-81.27657199,31.37876001
1336,17.71,18.04,3,Beach,,South Beach,1,4 m,"2018-10-24, 1:13 PM",250.9256026,-81.27663,31.37897601
1337,17.7,15.01,3,Beach,,South Beach,1,4 m,"2018-10-24, 1:14 PM",208.6622279,-81.27661499,31.379032
1338,57.88,58,1,Beach,,South Beach,1,4 m,"2018-10-24, 1:15 PM",2636.61305,-81.27665598,31.37903301
1339,46.68,45.64,1,Beach,,South Beach,1,3 m,"2018-10-24, 1:17 PM",1673.271309,-81.27665799,31.37917399
1340,48.68,47.72,2,Dunes,,South Beach,1,3 m,"2018-10-24, 1:18 PM",1824.487473,-81.276702,31.37926804
1341,22.64,23.41,2,Dunes,,South Beach,1,4 m,"2018-10-24, 1:20 PM",416.2629116,-81.27679897,31.37931397
1342,40.18,34.22,1,Dunes,,South Beach,1,4 m,"2018-10-24, 1:21 PM",1079.890745,-81.27685999,31.37929796
1343,37.88,37.32,1,Dunes,,South Beach,1,3 m,"2018-10-24, 1:22 PM",1110.302932,-81.27686896,31.37930098
1344,34.52,30.7,1,Dunes,,South Beach,1,4 m,"2018-10-24, 1:24 PM",832.3366992,-81.27692001,31.37920601
1345,45.28,38.14,1,Dunes,,South Beach,1,5 m,"2018-10-24, 1:25 PM",1356.366292,-81.276947,31.37909797
1346,27.68,24.84,1,Beach,,South Beach,1,4 m,"2018-10-24, 1:27 PM",540.0171577,-81.27692001,31.37872699
1347,14.5,17.46,3,Beach,,South Beach,1,2 m,"2018-10-24, 1:28 PM",198.839253,-81.27700198,31.37872799
1348,37.58,35.96,1,Beach,,South Beach,1,4 m,"2018-10-24, 1:29 PM",1061.368857,-81.27702202,31.37873998
1349,34.79,28.32,1,Beach,,South Beach,1,5 m,"2018-10-24, 1:30 PM",773.8157396,-81.27704197,31.37874601
1350,31.51,31.51,1,Beach,,South Beach,1,5 m,"2018-10-24, 1:31 PM",779.806207,-81.27703501,31.37874803
